s,a,r,s'
65,1,8,75
34,2,-7,24
79,3,-1,78
2,4,-10,3
73,3,9,72
63,2,8,53
16,1,-7,26
80,2,-6,70
63,2,8,53
37,4,3,38
88,1,3,98
78,2,-4,68
59,3,1,58
91,2,-8,81
27,2,-4,17
34,4,3,35
41,4,4,42
30,1,-5,40
87,1,3,97
18,3,-4,17
21,2,-8,11
69,4,-6,70
82,4,-1,83
96,2,2,86
95,3,3,94
69,2,1,59
62,2,-3,52
10,3,5,9
83,4,-8,84
54,1,-10,64
90,2,-9,80
34,1,8,44
64,2,8,54
53,3,-3,52
74,3,2,73
48,1,1,58
85,2,8,75
89,3,1,88
9,4,-9,10
3,4,0,4
84,3,-1,83
52,1,7,62
43,3,4,42
8,1,4,18
30,3,-9,29
78,1,1,88
44,3,5,43
66,4,8,67
28,3,-7,27
88,4,2,89
89,2,5,79
98,4,5,99
14,1,-7,24
48,4,-8,49
74,2,-10,64
38,3,-1,37
73,1,-1,83
39,1,-8,49
51,4,-3,52
90,1,-6,100
95,4,-1,96
91,2,-8,81
73,3,9,72
19,4,5,20
73,3,9,72
76,1,2,86
94,2,-8,84
79,3,-1,78
22,4,4,23
1,1,-8,11
70,2,6,60
1,1,-8,11
50,3,-8,49
49,3,-4,48
29,2,5,19
3,4,0,4
32,2,-8,22
69,2,1,59
19,2,5,9
43,4,8,44
34,3,3,33
63,4,-10,64
79,4,-9,80
95,3,3,94
82,3,-8,81
69,4,-6,70
62,3,1,61
18,2,-5,8
36,2,-7,26
39,4,-5,40
31,2,1,21
26,2,-7,16
9,4,-9,10
72,3,-8,71
56,1,-3,66
97,3,-1,96
84,1,3,94
80,1,-3,90
52,4,8,53
47,4,-4,48
30,2,5,20
26,3,5,25
71,2,1,61
70,1,-9,80
28,3,-7,27
76,4,5,77
29,3,-7,28
27,3,-7,26
69,4,-6,70
90,2,-9,80
45,1,1,55
40,3,9,39
87,4,1,88
56,3,1,55
96,3,-4,95
47,2,-1,37
40,1,6,50
98,2,1,88
45,4,2,46
35,1,0,45
22,1,-8,32
79,4,-9,80
31,4,-8,32
6,1,-7,16
60,3,1,59
57,2,1,47
92,2,4,82
19,4,5,20
51,1,1,61
14,1,-7,24
48,1,1,58
10,3,5,9
77,4,-1,78
37,3,6,36
64,3,7,63
20,3,5,19
65,2,1,55
83,2,2,73
56,4,7,57
7,3,5,6
90,1,-6,100
34,2,-7,24
31,2,1,21
57,3,0,56
32,2,-8,22
78,4,5,79
73,3,9,72
62,2,-3,52
20,1,-10,30
82,4,-1,83
25,3,-7,24
10,1,5,20
7,4,-5,8
11,1,1,21
100,2,-3,90
73,3,9,72
33,2,4,23
80,2,-6,70
91,4,1,92
74,2,-10,64
17,2,-3,7
35,2,5,25
94,4,-4,95
58,2,-4,48
31,4,-8,32
46,1,0,56
97,4,3,98
18,2,-5,8
28,4,-9,29
34,2,-7,24
34,1,8,44
59,4,6,60
12,1,-8,22
62,3,1,61
78,2,-4,68
87,4,1,88
40,2,-10,30
34,3,3,33
5,4,5,6
72,1,4,82
69,3,-4,68
11,4,-1,12
30,2,5,20
74,1,-8,84
32,3,6,31
53,3,-3,52
24,3,4,23
78,2,-4,68
20,1,-10,30
86,3,-8,85
85,4,2,86
22,4,4,23
25,2,-2,15
53,2,5,43
11,2,6,1
80,3,5,79
22,3,1,21
28,4,-9,29
50,3,-8,49
47,4,-4,48
37,1,1,47
12,1,-8,22
32,4,3,33
55,1,-10,65
11,2,6,1
36,4,-1,37
19,4,5,20
77,3,-5,76
70,2,6,60
38,3,-1,37
64,3,7,63
15,2,8,5
80,1,-3,90
95,2,-8,85
19,2,5,9
26,3,5,25
65,3,-10,64
84,1,3,94
77,1,-2,87
30,2,5,20
41,4,4,42
40,2,-10,30
100,3,5,99
84,1,3,94
25,1,3,35
98,4,5,99
22,1,-8,32
40,3,9,39
50,2,-5,40
94,2,-8,84
97,3,-1,96
18,3,-4,17
66,4,8,67
82,4,-1,83
73,3,9,72
78,3,5,77
99,4,-6,100
50,1,6,60
25,1,3,35
13,2,-10,3
30,1,-5,40
56,4,7,57
23,2,-1,13
37,4,3,38
27,4,-7,28
18,4,5,19
43,1,8,53
3,4,0,4
83,3,4,82
52,3,7,51
91,4,1,92
36,4,-1,37
4,3,-10,3
54,2,8,44
26,2,-7,16
25,1,3,35
94,3,5,93
48,2,3,38
76,2,-3,66
2,4,-10,3
27,3,-7,26
76,4,5,77
7,1,-4,17
97,4,3,98
34,2,-7,24
31,1,2,41
29,4,-10,30
15,4,-7,16
71,4,9,72
71,1,-8,81
70,3,3,69
37,1,1,47
90,3,2,89
32,2,-8,22
89,4,-3,90
79,1,2,89
89,4,-3,90
40,3,9,39
36,2,-7,26
94,2,-8,84
13,3,-1,12
63,4,-10,64
89,4,-3,90
80,3,5,79
97,2,-2,87
89,3,1,88
89,4,-3,90
41,4,4,42
4,3,-10,3
75,1,-8,85
62,1,9,72
18,2,-5,8
22,4,4,23
1,1,-8,11
14,2,0,4
88,4,2,89
48,3,1,47
56,1,-3,66
85,3,-8,84
88,3,-2,87
70,1,-9,80
36,1,2,46
23,4,-7,24
40,2,-10,30
21,4,-8,22
68,2,1,58
8,3,-3,7
6,1,-7,16
89,1,5,99
3,4,0,4
85,1,-4,95
19,2,5,9
10,1,5,20
24,1,-6,34
38,3,-1,37
48,1,1,58
30,3,-9,29
46,4,1,47
25,3,-7,24
50,3,-8,49
6,1,-7,16
14,1,-7,24
16,1,-7,26
45,1,1,55
25,2,-2,15
90,3,2,89
34,1,8,44
45,1,1,55
19,4,5,20
18,4,5,19
62,1,9,72
62,3,1,61
53,1,7,63
95,4,-1,96
79,4,-9,80
46,3,0,45
9,3,-5,8
55,3,8,54
98,4,5,99
98,3,3,97
41,4,4,42
98,3,3,97
35,1,0,45
76,3,8,75
84,4,-8,85
72,1,4,82
19,1,-9,29
60,1,-6,70
94,4,-4,95
47,1,7,57
36,1,2,46
76,2,-3,66
13,4,3,14
86,4,-2,87
25,1,3,35
36,3,3,35
17,4,4,18
43,3,4,42
25,4,-7,26
84,3,-1,83
89,1,5,99
69,2,1,59
77,3,-5,76
71,4,9,72
39,3,3,38
79,4,-9,80
16,2,5,6
22,1,-8,32
85,1,-4,95
89,1,5,99
27,2,-4,17
33,1,5,43
67,1,5,77
23,4,-7,24
27,3,-7,26
38,4,9,39
8,1,4,18
41,1,7,51
64,1,0,74
79,2,3,69
22,2,-1,12
20,3,5,19
18,2,-5,8
34,3,3,33
90,3,2,89
5,1,-2,15
76,3,8,75
21,2,-8,11
63,4,-10,64
64,1,0,74
96,2,2,86
99,3,3,98
27,4,-7,28
12,1,-8,22
32,3,6,31
62,2,-3,52
21,2,-8,11
47,4,-4,48
7,3,5,6
93,3,1,92
63,2,8,53
73,1,-1,83
28,3,-7,27
58,2,-4,48
59,3,1,58
48,2,3,38
33,1,5,43
67,3,-3,66
5,1,-2,15
96,3,-4,95
46,3,0,45
52,3,7,51
62,4,7,63
71,1,-8,81
54,1,-10,64
23,3,-8,22
99,2,2,89
77,3,-5,76
95,2,-8,85
79,4,-9,80
57,1,8,67
76,2,-3,66
3,4,0,4
13,3,-1,12
14,2,0,4
82,4,-1,83
96,4,3,97
36,3,3,35
11,1,1,21
19,4,5,20
13,1,4,23
45,2,3,35
47,3,2,46
68,1,-1,78
93,4,3,94
39,4,-5,40
3,1,-1,13
35,3,-6,34
67,3,-3,66
80,1,-3,90
71,2,1,61
47,1,7,57
47,3,2,46
11,2,6,1
38,4,9,39
29,4,-10,30
92,4,5,93
76,1,2,86
15,1,5,25
62,1,9,72
65,4,-3,66
49,1,1,59
79,1,2,89
55,1,-10,65
9,3,-5,8
73,2,7,63
6,4,-3,7
43,4,8,44
7,4,-5,8
95,3,3,94
60,2,6,50
87,3,2,86
63,1,2,73
35,3,-6,34
85,3,-8,84
85,3,-8,84
22,4,4,23
55,1,-10,65
68,3,8,67
76,1,2,86
48,3,1,47
31,2,1,21
39,4,-5,40
71,2,1,61
82,4,-1,83
59,2,-8,49
76,1,2,86
89,4,-3,90
50,2,-5,40
18,1,-7,28
19,2,5,9
88,3,-2,87
22,4,4,23
42,2,-8,32
22,2,-1,12
65,2,1,55
91,4,1,92
39,4,-5,40
37,3,6,36
68,4,3,69
21,1,6,31
68,3,8,67
53,3,-3,52
43,3,4,42
84,1,3,94
68,4,3,69
17,1,-7,27
49,2,9,39
16,2,5,6
76,1,2,86
48,3,1,47
33,4,-6,34
18,3,-4,17
78,1,1,88
64,1,0,74
75,3,0,74
71,1,-8,81
8,3,-3,7
66,4,8,67
100,3,5,99
15,3,3,14
63,3,7,62
96,3,-4,95
22,1,-8,32
76,2,-3,66
66,3,-10,65
89,1,5,99
21,4,-8,22
76,2,-3,66
14,4,-2,15
56,1,-3,66
97,4,3,98
44,2,-6,34
44,4,0,45
46,1,0,56
53,2,5,43
51,1,1,61
43,1,8,53
17,2,-3,7
69,1,5,79
41,4,4,42
25,3,-7,24
79,1,2,89
54,2,8,44
2,3,6,1
58,4,1,59
75,1,-8,85
89,1,5,99
16,3,-2,15
99,4,-6,100
52,1,7,62
21,4,-8,22
65,2,1,55
5,3,0,4
16,1,-7,26
9,4,-9,10
3,3,-5,2
33,3,-8,32
57,2,1,47
19,1,-9,29
47,2,-1,37
54,4,1,55
67,2,7,57
18,1,-7,28
100,3,5,99
93,4,3,94
48,4,-8,49
92,2,4,82
91,4,1,92
51,4,-3,52
74,3,2,73
54,4,1,55
25,1,3,35
55,3,8,54
95,4,-1,96
58,2,-4,48
67,1,5,77
94,4,-4,95
76,4,5,77
39,1,-8,49
61,2,7,51
22,2,-1,12
48,4,-8,49
65,1,8,75
30,3,-9,29
80,3,5,79
23,4,-7,24
32,1,4,42
34,2,-7,24
86,3,-8,85
58,1,-4,68
24,1,-6,34
19,1,-9,29
83,1,5,93
14,1,-7,24
97,3,-1,96
44,3,5,43
34,3,3,33
3,4,0,4
85,2,8,75
26,3,5,25
27,2,-4,17
69,2,1,59
16,2,5,6
40,1,6,50
27,1,-1,37
43,1,8,53
62,1,9,72
82,2,9,72
22,4,4,23
44,3,5,43
98,4,5,99
49,1,1,59
57,3,0,56
45,1,1,55
37,2,-7,27
52,4,8,53
72,4,2,73
65,1,8,75
49,4,6,50
37,3,6,36
12,3,-8,11
13,1,4,23
59,4,6,60
4,3,-10,3
60,3,1,59
45,1,1,55
18,3,-4,17
30,2,5,20
57,2,1,47
29,2,5,19
76,2,-3,66
56,2,2,46
3,3,-5,2
93,4,3,94
68,3,8,67
77,1,-2,87
56,4,7,57
88,1,3,98
24,3,4,23
87,2,5,77
88,4,2,89
36,1,2,46
16,4,-4,17
87,1,3,97
6,3,8,5
55,1,-10,65
70,1,-9,80
5,4,5,6
29,3,-7,28
9,4,-9,10
11,1,1,21
54,1,-10,64
87,3,2,86
56,2,2,46
59,3,1,58
20,3,5,19
83,1,5,93
47,2,-1,37
97,2,-2,87
37,1,1,47
13,4,3,14
2,4,-10,3
85,4,2,86
58,1,-4,68
65,1,8,75
16,3,-2,15
61,4,7,62
59,1,3,69
84,2,0,74
18,3,-4,17
27,3,-7,26
18,1,-7,28
24,2,3,14
44,1,8,54
73,1,-1,83
65,1,8,75
59,3,1,58
22,3,1,21
36,1,2,46
28,4,-9,29
46,3,0,45
5,4,5,6
98,4,5,99
46,2,6,36
99,3,3,98
17,1,-7,27
86,2,-5,76
5,4,5,6
72,3,-8,71
76,2,-3,66
54,4,1,55
69,2,1,59
22,4,4,23
43,3,4,42
9,3,-5,8
32,4,3,33
83,2,2,73
96,4,3,97
46,3,0,45
69,1,5,79
72,2,7,62
45,1,1,55
75,4,-5,76
12,1,-8,22
59,4,6,60
19,2,5,9
44,1,8,54
37,2,-7,27
89,2,5,79
17,3,-7,16
66,3,-10,65
12,2,-5,2
92,3,-2,91
60,3,1,59
68,3,8,67
53,4,8,54
43,3,4,42
78,2,-4,68
27,1,-1,37
54,3,8,53
86,1,-1,96
80,2,-6,70
83,4,-8,84
46,2,6,36
14,4,-2,15
21,4,-8,22
85,3,-8,84
54,4,1,55
4,4,8,5
63,2,8,53
36,2,-7,26
31,2,1,21
76,4,5,77
76,1,2,86
51,2,2,41
33,4,-6,34
80,2,-6,70
59,1,3,69
27,3,-7,26
51,1,1,61
32,1,4,42
85,3,-8,84
88,4,2,89
55,3,8,54
88,4,2,89
25,4,-7,26
57,2,1,47
50,1,6,60
14,2,0,4
92,4,5,93
99,3,3,98
35,3,-6,34
39,3,3,38
45,3,8,44
78,2,-4,68
3,3,-5,2
49,3,-4,48
2,3,6,1
22,2,-1,12
37,4,3,38
76,3,8,75
77,2,8,67
85,2,8,75
32,3,6,31
12,1,-8,22
16,1,-7,26
65,3,-10,64
65,2,1,55
66,3,-10,65
75,3,0,74
44,4,0,45
37,1,1,47
30,1,-5,40
28,2,4,18
61,4,7,62
11,2,6,1
69,1,5,79
15,4,-7,16
96,2,2,86
77,1,-2,87
31,4,-8,32
38,4,9,39
56,1,-3,66
47,1,7,57
56,1,-3,66
50,3,-8,49
42,3,2,41
70,3,3,69
55,3,8,54
87,3,2,86
26,3,5,25
66,2,0,56
89,2,5,79
67,1,5,77
27,4,-7,28
25,4,-7,26
42,1,-3,52
88,2,-1,78
18,4,5,19
35,1,0,45
86,1,-1,96
44,3,5,43
61,4,7,62
88,4,2,89
64,3,7,63
66,1,-5,76
97,4,3,98
53,1,7,63
3,4,0,4
18,4,5,19
28,1,3,38
89,1,5,99
9,1,5,19
36,3,3,35
86,3,-8,85
78,2,-4,68
37,2,-7,27
46,4,1,47
38,1,-4,48
85,2,8,75
18,2,-5,8
59,3,1,58
19,1,-9,29
69,2,1,59
70,2,6,60
72,1,4,82
77,2,8,67
62,2,-3,52
32,4,3,33
38,2,-7,28
19,3,4,18
52,1,7,62
95,2,-8,85
40,3,9,39
32,1,4,42
77,3,-5,76
47,3,2,46
39,3,3,38
57,1,8,67
69,4,-6,70
86,1,-1,96
23,4,-7,24
92,4,5,93
50,1,6,60
38,4,9,39
83,2,2,73
13,3,-1,12
55,2,0,45
47,3,2,46
44,3,5,43
69,3,-4,68
21,4,-8,22
82,4,-1,83
88,4,2,89
80,2,-6,70
92,3,-2,91
26,2,-7,16
27,2,-4,17
73,2,7,63
32,2,-8,22
88,4,2,89
59,2,-8,49
4,1,3,14
99,2,2,89
11,4,-1,12
96,4,3,97
56,1,-3,66
95,2,-8,85
73,3,9,72
12,1,-8,22
85,3,-8,84
53,1,7,63
82,4,-1,83
98,3,3,97
10,1,5,20
85,1,-4,95
69,1,5,79
15,3,3,14
57,1,8,67
2,3,6,1
11,4,-1,12
99,3,3,98
16,1,-7,26
40,1,6,50
98,2,1,88
46,2,6,36
36,1,2,46
27,1,-1,37
82,3,-8,81
31,1,2,41
43,4,8,44
76,1,2,86
73,4,0,74
68,3,8,67
27,3,-7,26
53,4,8,54
74,2,-10,64
88,4,2,89
92,4,5,93
81,1,-2,91
78,2,-4,68
57,4,1,58
27,2,-4,17
78,2,-4,68
52,1,7,62
51,1,1,61
97,3,-1,96
47,2,-1,37
46,4,1,47
47,4,-4,48
87,4,1,88
98,4,5,99
34,1,8,44
79,1,2,89
42,4,5,43
80,1,-3,90
8,3,-3,7
30,2,5,20
18,1,-7,28
37,3,6,36
9,3,-5,8
30,1,-5,40
61,2,7,51
68,4,3,69
33,1,5,43
54,1,-10,64
88,3,-2,87
40,2,-10,30
67,4,-4,68
95,2,-8,85
24,1,-6,34
67,1,5,77
52,2,4,42
85,3,-8,84
41,1,7,51
16,3,-2,15
62,4,7,63
16,2,5,6
32,2,-8,22
27,4,-7,28
5,3,0,4
86,4,-2,87
63,2,8,53
61,4,7,62
72,2,7,62
49,1,1,59
41,1,7,51
44,4,0,45
73,2,7,63
78,1,1,88
37,2,-7,27
50,1,6,60
81,1,-2,91
82,1,1,92
95,3,3,94
12,3,-8,11
36,1,2,46
88,4,2,89
8,4,5,9
92,3,-2,91
60,3,1,59
14,4,-2,15
90,1,-6,100
16,4,-4,17
84,3,-1,83
48,1,1,58
75,2,-10,65
89,4,-3,90
54,2,8,44
49,2,9,39
27,1,-1,37
29,2,5,19
12,4,-1,13
32,2,-8,22
63,4,-10,64
62,4,7,63
58,3,7,57
52,1,7,62
15,1,5,25
35,3,-6,34
75,1,-8,85
25,4,-7,26
99,4,-6,100
26,1,6,36
92,2,4,82
54,4,1,55
63,2,8,53
18,1,-7,28
52,3,7,51
49,1,1,59
78,2,-4,68
55,3,8,54
100,3,5,99
86,4,-2,87
24,2,3,14
41,4,4,42
35,4,6,36
77,4,-1,78
81,1,-2,91
88,4,2,89
22,1,-8,32
88,2,-1,78
21,1,6,31
42,4,5,43
7,1,-4,17
83,4,-8,84
76,1,2,86
19,4,5,20
49,4,6,50
40,3,9,39
17,2,-3,7
61,4,7,62
66,3,-10,65
44,3,5,43
76,2,-3,66
32,4,3,33
9,4,-9,10
81,4,4,82
69,3,-4,68
55,4,0,56
100,2,-3,90
62,4,7,63
60,1,-6,70
47,1,7,57
55,2,0,45
47,1,7,57
22,1,-8,32
99,2,2,89
68,2,1,58
88,3,-2,87
64,1,0,74
42,3,2,41
42,3,2,41
21,1,6,31
53,4,8,54
12,4,-1,13
98,3,3,97
68,4,3,69
1,4,-5,2
89,1,5,99
10,1,5,20
22,1,-8,32
39,2,-9,29
64,1,0,74
55,4,0,56
63,4,-10,64
36,3,3,35
49,1,1,59
92,3,-2,91
63,2,8,53
69,4,-6,70
16,1,-7,26
100,3,5,99
85,4,2,86
89,4,-3,90
38,1,-4,48
7,4,-5,8
63,4,-10,64
89,2,5,79
78,4,5,79
95,4,-1,96
51,4,-3,52
95,3,3,94
62,4,7,63
8,1,4,18
16,4,-4,17
27,4,-7,28
26,1,6,36
51,4,-3,52
33,3,-8,32
74,4,8,75
57,3,0,56
91,4,1,92
73,2,7,63
80,2,-6,70
86,2,-5,76
100,2,-3,90
59,2,-8,49
8,3,-3,7
84,1,3,94
80,1,-3,90
4,4,8,5
2,3,6,1
43,2,3,33
55,2,0,45
64,4,-10,65
53,1,7,63
14,3,-1,13
83,1,5,93
82,2,9,72
32,4,3,33
72,1,4,82
32,4,3,33
98,4,5,99
67,1,5,77
8,1,4,18
31,1,2,41
68,2,1,58
83,1,5,93
68,2,1,58
96,4,3,97
38,4,9,39
64,2,8,54
45,4,2,46
21,4,-8,22
27,2,-4,17
56,4,7,57
89,2,5,79
10,3,5,9
59,4,6,60
63,1,2,73
16,1,-7,26
47,3,2,46
16,2,5,6
95,3,3,94
47,3,2,46
71,4,9,72
46,2,6,36
27,3,-7,26
39,3,3,38
59,3,1,58
36,4,-1,37
48,2,3,38
53,1,7,63
7,3,5,6
6,3,8,5
18,2,-5,8
28,2,4,18
25,3,-7,24
64,4,-10,65
97,3,-1,96
74,4,8,75
52,2,4,42
98,4,5,99
48,4,-8,49
50,3,-8,49
13,1,4,23
68,2,1,58
89,1,5,99
14,1,-7,24
16,2,5,6
99,3,3,98
27,1,-1,37
30,1,-5,40
5,1,-2,15
59,3,1,58
92,2,4,82
25,3,-7,24
33,1,5,43
23,4,-7,24
22,2,-1,12
77,4,-1,78
50,2,-5,40
80,3,5,79
6,4,-3,7
16,2,5,6
90,1,-6,100
22,4,4,23
25,1,3,35
23,2,-1,13
50,3,-8,49
37,3,6,36
76,3,8,75
51,4,-3,52
54,2,8,44
11,4,-1,12
57,2,1,47
93,2,-1,83
47,4,-4,48
85,1,-4,95
97,2,-2,87
45,4,2,46
69,3,-4,68
76,1,2,86
62,3,1,61
35,1,0,45
53,4,8,54
32,4,3,33
60,2,6,50
69,4,-6,70
91,4,1,92
56,4,7,57
100,3,5,99
37,2,-7,27
18,3,-4,17
27,1,-1,37
81,4,4,82
56,3,1,55
75,1,-8,85
95,2,-8,85
27,3,-7,26
36,4,-1,37
68,3,8,67
94,4,-4,95
5,3,0,4
84,4,-8,85
14,2,0,4
11,1,1,21
58,4,1,59
18,2,-5,8
85,3,-8,84
39,4,-5,40
12,4,-1,13
89,4,-3,90
81,4,4,82
64,1,0,74
99,4,-6,100
25,4,-7,26
42,4,5,43
30,2,5,20
46,3,0,45
41,4,4,42
55,1,-10,65
43,1,8,53
38,1,-4,48
27,3,-7,26
46,2,6,36
59,1,3,69
64,1,0,74
76,1,2,86
27,2,-4,17
15,4,-7,16
95,2,-8,85
81,2,-8,71
69,3,-4,68
4,3,-10,3
3,3,-5,2
77,3,-5,76
13,1,4,23
26,1,6,36
71,2,1,61
90,1,-6,100
55,2,0,45
64,4,-10,65
17,2,-3,7
99,2,2,89
17,1,-7,27
26,1,6,36
13,3,-1,12
67,2,7,57
24,1,-6,34
42,4,5,43
72,4,2,73
34,4,3,35
11,1,1,21
53,4,8,54
12,2,-5,2
54,1,-10,64
64,1,0,74
26,1,6,36
60,2,6,50
62,1,9,72
27,1,-1,37
37,2,-7,27
60,2,6,50
97,4,3,98
84,3,-1,83
84,4,-8,85
3,1,-1,13
50,3,-8,49
51,2,2,41
82,1,1,92
42,2,-8,32
83,1,5,93
83,3,4,82
16,3,-2,15
25,3,-7,24
79,2,3,69
65,4,-3,66
17,3,-7,16
84,3,-1,83
72,4,2,73
23,1,3,33
45,1,1,55
28,3,-7,27
76,4,5,77
68,2,1,58
57,1,8,67
47,1,7,57
83,3,4,82
88,2,-1,78
58,3,7,57
28,2,4,18
30,2,5,20
30,1,-5,40
98,4,5,99
34,3,3,33
88,4,2,89
94,2,-8,84
75,4,-5,76
24,1,-6,34
43,3,4,42
93,2,-1,83
54,4,1,55
90,2,-9,80
44,4,0,45
82,3,-8,81
35,3,-6,34
12,2,-5,2
50,1,6,60
30,1,-5,40
25,1,3,35
66,1,-5,76
73,1,-1,83
100,3,5,99
24,2,3,14
3,4,0,4
18,3,-4,17
21,4,-8,22
60,1,-6,70
14,3,-1,13
40,1,6,50
23,3,-8,22
6,3,8,5
28,4,-9,29
39,4,-5,40
76,4,5,77
30,2,5,20
100,3,5,99
57,3,0,56
3,4,0,4
68,3,8,67
1,1,-8,11
91,4,1,92
17,2,-3,7
54,2,8,44
48,2,3,38
88,1,3,98
67,2,7,57
9,1,5,19
22,2,-1,12
81,2,-8,71
70,2,6,60
22,4,4,23
75,3,0,74
68,1,-1,78
8,4,5,9
2,1,-1,12
78,3,5,77
65,3,-10,64
84,2,0,74
33,1,5,43
82,1,1,92
70,1,-9,80
84,3,-1,83
24,1,-6,34
65,4,-3,66
68,2,1,58
65,4,-3,66
20,3,5,19
44,4,0,45
86,3,-8,85
100,3,5,99
37,4,3,38
19,4,5,20
13,4,3,14
98,3,3,97
79,1,2,89
98,3,3,97
33,4,-6,34
38,1,-4,48
79,2,3,69
62,4,7,63
6,1,-7,16
32,2,-8,22
72,3,-8,71
19,4,5,20
53,1,7,63
15,3,3,14
7,1,-4,17
76,3,8,75
76,2,-3,66
78,1,1,88
77,2,8,67
63,3,7,62
53,1,7,63
48,2,3,38
61,4,7,62
40,2,-10,30
7,4,-5,8
74,4,8,75
80,1,-3,90
72,2,7,62
65,4,-3,66
18,2,-5,8
53,3,-3,52
5,1,-2,15
14,2,0,4
17,4,4,18
88,1,3,98
16,1,-7,26
43,2,3,33
74,2,-10,64
57,3,0,56
20,1,-10,30
13,3,-1,12
26,3,5,25
4,3,-10,3
18,1,-7,28
42,3,2,41
18,3,-4,17
48,2,3,38
59,3,1,58
8,4,5,9
72,2,7,62
90,2,-9,80
46,3,0,45
79,2,3,69
86,2,-5,76
40,3,9,39
73,1,-1,83
82,1,1,92
8,1,4,18
88,2,-1,78
95,2,-8,85
34,2,-7,24
55,2,0,45
67,3,-3,66
85,3,-8,84
22,2,-1,12
27,4,-7,28
19,3,4,18
83,3,4,82
45,4,2,46
59,2,-8,49
82,3,-8,81
41,2,6,31
1,1,-8,11
98,3,3,97
70,2,6,60
34,4,3,35
89,1,5,99
66,1,-5,76
4,1,3,14
54,4,1,55
11,1,1,21
22,4,4,23
10,1,5,20
33,3,-8,32
78,4,5,79
84,3,-1,83
54,1,-10,64
96,2,2,86
52,2,4,42
5,4,5,6
38,4,9,39
7,3,5,6
88,2,-1,78
62,1,9,72
79,1,2,89
71,2,1,61
95,3,3,94
31,4,-8,32
63,3,7,62
31,4,-8,32
48,2,3,38
33,4,-6,34
20,3,5,19
2,1,-1,12
37,3,6,36
18,1,-7,28
75,4,-5,76
43,4,8,44
7,3,5,6
53,1,7,63
20,1,-10,30
80,2,-6,70
56,4,7,57
50,1,6,60
17,3,-7,16
26,3,5,25
21,4,-8,22
34,2,-7,24
44,4,0,45
90,2,-9,80
86,1,-1,96
59,4,6,60
74,3,2,73
11,2,6,1
13,2,-10,3
8,3,-3,7
68,1,-1,78
95,4,-1,96
17,4,4,18
58,1,-4,68
10,3,5,9
26,1,6,36
41,4,4,42
79,4,-9,80
3,3,-5,2
62,1,9,72
24,4,5,25
35,1,0,45
85,1,-4,95
99,2,2,89
83,3,4,82
78,4,5,79
64,3,7,63
35,1,0,45
96,3,-4,95
72,1,4,82
56,3,1,55
69,1,5,79
74,4,8,75
66,4,8,67
12,4,-1,13
41,4,4,42
47,1,7,57
78,2,-4,68
79,1,2,89
54,1,-10,64
16,2,5,6
93,3,1,92
50,2,-5,40
24,4,5,25
67,1,5,77
35,3,-6,34
15,4,-7,16
5,1,-2,15
61,1,-8,71
34,4,3,35
68,1,-1,78
27,2,-4,17
54,2,8,44
98,3,3,97
83,1,5,93
39,1,-8,49
53,4,8,54
37,4,3,38
64,2,8,54
23,2,-1,13
10,1,5,20
9,1,5,19
99,4,-6,100
44,2,-6,34
85,1,-4,95
51,1,1,61
37,2,-7,27
62,3,1,61
75,1,-8,85
45,2,3,35
44,4,0,45
78,1,1,88
75,2,-10,65
15,4,-7,16
24,2,3,14
92,4,5,93
70,1,-9,80
36,3,3,35
66,4,8,67
57,1,8,67
45,3,8,44
49,1,1,59
47,1,7,57
19,1,-9,29
55,2,0,45
63,3,7,62
29,3,-7,28
84,3,-1,83
53,3,-3,52
51,4,-3,52
42,4,5,43
32,3,6,31
46,2,6,36
17,2,-3,7
33,1,5,43
90,1,-6,100
89,2,5,79
59,1,3,69
42,4,5,43
97,4,3,98
6,4,-3,7
85,1,-4,95
84,3,-1,83
46,4,1,47
66,4,8,67
18,3,-4,17
31,2,1,21
27,3,-7,26
78,1,1,88
11,2,6,1
3,1,-1,13
47,2,-1,37
45,1,1,55
17,2,-3,7
3,1,-1,13
57,4,1,58
17,3,-7,16
82,4,-1,83
41,1,7,51
68,2,1,58
76,3,8,75
40,1,6,50
59,2,-8,49
56,4,7,57
56,1,-3,66
66,4,8,67
100,2,-3,90
19,4,5,20
71,4,9,72
85,1,-4,95
88,2,-1,78
57,1,8,67
93,3,1,92
22,3,1,21
60,3,1,59
96,4,3,97
97,2,-2,87
50,1,6,60
58,2,-4,48
18,3,-4,17
89,1,5,99
65,3,-10,64
35,4,6,36
5,3,0,4
38,3,-1,37
98,4,5,99
2,3,6,1
53,1,7,63
65,4,-3,66
25,1,3,35
76,1,2,86
80,2,-6,70
84,3,-1,83
13,2,-10,3
18,3,-4,17
57,1,8,67
99,4,-6,100
46,1,0,56
81,4,4,82
74,1,-8,84
56,4,7,57
57,1,8,67
90,1,-6,100
16,1,-7,26
46,3,0,45
79,4,-9,80
51,4,-3,52
91,4,1,92
41,1,7,51
5,4,5,6
78,1,1,88
55,3,8,54
22,3,1,21
52,3,7,51
81,4,4,82
18,4,5,19
30,1,-5,40
63,1,2,73
27,4,-7,28
24,1,-6,34
7,3,5,6
40,1,6,50
22,3,1,21
47,4,-4,48
52,2,4,42
78,3,5,77
32,2,-8,22
9,1,5,19
60,2,6,50
78,2,-4,68
86,2,-5,76
46,1,0,56
9,4,-9,10
99,2,2,89
49,2,9,39
57,1,8,67
83,2,2,73
